title,artist_name,year,duration
When We Dance,Mariano Yanani,2005,239.22893
We Put It Down For Y'all (Explicit LP Version),Busta Rhymes,2000,209.60608
Betrayal Is A Symptom,Thrice,2002,169.63873
Vanhapoika-Severi,Esa Pakarinen,1990,152.58077
My Mind's Eye,Small Faces,1966,121.73016
Simple Twist Of Fate,Bob Dylan,1975,257.61914
Manies Manigances,Maurane,1995,172.17261
All Night Long (Instumental),Junior Kimbrough,1998,384.57424
I'm Happy She Said,M83,2001,1071.882
Here_ Swing_ Sing,Kooii,2005,391.00036
If I Ain't Got You,Alicia Keys,2003,231.18322
Crimson Wave,Amorphis,2001,285.46567
Long Way Home,Ginny Owens,2006,256.39138
Tania,Fruko Y Sus Tesos,1995,223.60771
Gone To The Movies,Semisonic,1998,232.25424
Sin,Nine Inch Nails,1989,242.96444
Zero M2,Benga,2008,233.16853
Stormy Weather,Quincy Jones,1988,196.04853
Celos,Obie Bermudez,2004,220.78649
In My Arms,Snow Patrol,2006,276.68853
Scandalon,Michael Card,1985,234.78812
Romantic Rights (Jesper Dahlback Remix),Death From Above 1979,2004,344.842
13 jours en France,Francis Lai,1996,243.43465
Care,Sizzla,2006,168.56771
Rowena,Loudon Wainwright III,2009,152.13669
Tragedy in Blue,DJ Harry,2004,299.98975
Krause seine Kreuzpolka,Polkaholix,2007,196.93669
Loving You Too Long,Billy Bragg,2006,173.50485
On Independence Day,Anti-Flag,2009,171.59791
love shelter,Sundial Aeon,2007,459.93751
A Stepmother's Curse,Anne Dudley,2000,184.39791
Mile High and Risin',Roger Clyne & The Peacemakers,2002,170.81424
La Excepcion,Gustavo Cerati,2006,251.66322
Bridge To Canada,Noisettes,2006,205.06077
Moss Garden (1999 Digital Remaster),David Bowie,1977,305.05751
Smile Jamaica,Bob Marley & The Wailers,1992,307.61751
Angel Band,Porter Wagoner,1997,152.34567
Que Arribi L'Estiu,Dijous Paella,2005,253.93587
Seven (Album),Cinder,2006,167.18322
Intro 2/ Kick Out The Jams (LP Version),MC5,1969,172.30322
Forgiveness (Love Life Album Version),Charlie Peacock,1991,295.20934
Catholic Knees (Album Version),Taking Back Sunday,2009,168.25424
Schwarzarbeit,Geier Sturzflug,2006,214.20363
Grand-mère,Les Ogres De Barback,1999,221.3873
Hidden Documents,Alexandre Desplat,2010,128.62649
Govinda,Atman,1997,394.86649
We Ride,Rihanna,2006,237.87057
New Pin (edit),Oceansize,2005,249.93914
Real Love,The Smashing Pumpkins,2000,249.62567
Flaming Red,Patty Griffin,1998,134.05995
Drifting Away,Faithless,1996,247.14404
(I'm So) Afraid Of Losing You Again,Charley Pride,1970,188.02893
Rock The Night,Hellsongs,2008,272.14322
Likambo,Kékélé,2001,219.8722
Duck And Run,3 Doors Down,1999,278.90893
Prequel To The Sequel (Album Version),Between The Buried And Me,2007,516.62322
Phone Booth,The Robert Cray Band,1983,278.54322
Street Crab,Helmet,1994,212.16608
Corazón Contento,Palito Ortega,2004,156.96934
Reginella,Rita Chiarelli,2006,261.04118
Ojos Negros,Olga Tañon,2002,254.1971
All Or Nothing,Chris Eaton,1995,289.07057
Rubies_ Pearls_ And Emeralds,Tin Hat Trio,2002,292.04853
Kopla ja kummisetä,Irwin Goodman,1979,184.5024
Dad Apologizes,John Debney,2005,193.51465
Rollercoasting,Helen Love,1994,174.602
Hammer & a Stone,Seven Mary Three,2008,283.16689
Sweet Disposition,The Temper Trap,2008,232.75057
Pon De Floor,Major Lazer / Vybz Kartel / Afrojack,2009,187.0624
Livin' Above Your Head,Jay & The Americans,2002,174.68036
La paix des étoiles,Alexis HK,2009,202.94485
The Mist,Kitaro,1983,428.72118
Alovi,Stefon Harris,1999,326.60853
Healing of All Nations,Yami Bolo,2001,214.30812
Guarare,Ray Barretto,1992,335.22893
Whatever Lies Will Help You Rest,The Ataris,2006,212.89751
Head Butt Da Deck,Silkie Ft. Harry Craze,2009,365.76608
Ain't It Funny,Jennifer Lopez,2001,246.20363
Fire and Ice,Outerspace,2004,242.78159
The Sukkubus Lustrate,Belphegor,2008,178.15465
The Attitude Song,Steve Vai,1984,693.57669
Jake,J. Peter Robinson,2006,161.59302
Perfect Motion,Sunscreem,1992,590.15791
Container,Kaizers Orchestra,2003,139.88526
Know Your Friends,Tanto Metro & Devonte,1999,221.23057
Speed Of Sound (Live),Coldplay,2005,285.04771
Al Doilea Om,Negura Bunget,2006,123.66322
The One,Miguel Migs,2002,284.60363
Willow Weep For Me (With Willie Nelson),Tin Hat Trio,2002,276.58404
One More Chance,Bloc Party,2009,166.26893
Chim Chim Cheree,Charlie Byrd,1989,471.43138
Hey Daddy (Daddy's Home),Usher,2010,224.10404
Big Bottom,Spinal Tap,1984,218.20036
We Can Do It,Steel Pulse,1991,237.45261
Pig Meat On The Line,Memphis Minnie,1997,156.42077
Back to '93,Caspa,2009,371.64363
Pitch In OnA Party,DJ Quik,2000,247.562
Vem Pr'a Roda,Tania Maria,2000,267.67628
Have It Your Way,Leigh Jones,2008,279.74485
Foam Born (A) The Backtrack (Album Version),Between The Buried And Me,2007,133.82485
On My Own,Black Eyed Peas / Les Nubians / Mos Def,2000,235.10159
Just In Case,Micachu,2008,166.42567
Love Dump (Clean Album Version),Static-X,1999,259.63057
Boxing Day,The Pineapple Thief,2006,233.66485
Hack 1/Charlie X,Information Society,1990,211.9571
Stumblin' Man (Album),Tad,1991,215.43138
Mazurcas das Rías Baixas,Susana Seivane,2010,294.05995
Le Temps Des Cerises,Toots Thielemans,1998,109.16526
Bye Bye Betty Blue,The Fever,2006,194.45506
Secret Smile,Semisonic,1998,280.00608
Keep It Alive,Lee Ritenour,1982,291.83955
Si Es Que Te Vas,Carlos Vives,2000,262.24281
Getaway,KRS-One,2008,187.24526
Aviatic,André Verchuren,1989,170.1873
Love Is Gonna Bring Us Back Alive,Rickie Lee Jones,1989,291.57832
Main Title,Jerry Goldsmith,1966,169.1424
The Way It Is,Tesla,1989,390.66077
Can't Do Me No Good,Otis Spann,1997,141.24363
I Did it for You,David Cook,2008,229.45914
Down On The Corner,La Portuaria,2005,155.03628
Assassination,Dead Prez,2000,120.86812
Manuel's Mambo,Cal Tjader,1956,197.22404
Street Car Blues,Sleepy John Estes,1930,196.88444
All I Ask For (Album Version),Ill Nino,2005,219.81995
This House Is Haunted,Alice Cooper,2003,210.54649
Killing Machine,Aiden,2009,140.40771
Ya Lil' Crumbsnatchers (LP Version),Del Tha Funkee Homosapien,1991,90.90567
Snippet 15,Bare Jr.,1998,3.99628
Angel Food,Steve Vai,2009,383.29424
Just Want To See Ya,Pacha Massive,2009,241.68444
Love My Way,William Orbit,1987,159.11138
Perfection Design,Amoral,2009,238.94159
No Regrets,Gob,2001,153.33832
Memorabilia,Nine Inch Nails,1994,441.96526
About Last Night (LP Version),Vitamin C,1999,241.03138
Boogie Man,Freddie King,1973,226.06322
C'est Moi,Rupa & the April Fishes,2009,251.76771
My Record Company,K's Choice,1995,222.30159
Girl From A Pawnshop,The Black Crowes,1996,404.58404
Frisch Verliebt,Der Plan,1988,163.63057
Missionary Man,Eurythmics,1986,269.94893
Within (Album Version),A Perfect Murder,2007,202.23955
Traveller,Talvin Singh,1998,350.4322
Superstar Dog,Curtis,1999,456.51546
Don't Stop The Music,Michael Stanley Band,1980,218.40934
Madazulu,Deep Forest,1997,301.06077
Be With You,Beyoncé,2003,260.20526
Depressionista,Every Time I Die,2007,148.92363
Tu Peux Compter Sur Moi,Bénabar,2005,188.94322
This Lullaby,Queens Of The Stone Age,2005,82.85995
Resurrection Man,Heaven 17,1996,242.28526
Grottans Barn,Finntroll,2004,276.45342
Where Is My Mind (XFM Live Version),Placebo,2003,223.92118
Your Silence,The Suicide Machines,2003,170.84036
Tired,Moonspell,1999,323.7873
King Of Rock,RUN-DMC,1985,446.32771
Matarlatanta,Ghorwane,1993,343.40526
The Ava Song,Francis Dunnery,2001,257.20118
Bully Bully (LP Version),Off Broadway,1979,244.87138
The Fundamental Alienation,Dimmu Borgir,2007,317.36118
Hate Zone,Brand X,1977,281.52118
Probka (Latvia),Intars Busulis,2009,183.58812
I Can't Quit You Baby (Live) [Never Released],The Fabulous Thunderbirds,2003,342.20363
Le Bal Du P'tit Jardin,Gus Viseur,2005,128.93995
Six,Faithless,2004,142.52363
Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,1947,181.08036
Razor,Foo Fighters,2005,287.99955
Dance Hall Days,Wang Chung,1983,234.762
Blott En Dag,Mons Leidvin Takle,2001,180.37506
Spaz's House Destruction Party,Anti-Flag,2001,184.05832
Say What!?!,Chris Standring,2003,269.322
Una Sopita De Tu Propio Chocolate,Angélica María,1997,171.2322
Mai [Live],Josh Groban,2008,282.85342
Catharsis Of A Heretic,The Ocean,2010,128.83546
Numba 1 (Tide Is High),Kardinal Offishall / Keri Hilson,2008,224.28689
Sickman,Alice In Chains,1992,329.37751
Smoke,Vanessa Daou,1994,167.6273
Take The Wheel,Pacha Massive,2009,211.17342
Der weisse Mond von Maratonga,Oesch's die Dritten,2007,209.97179
The Silver Gate,Dark Fortress,2008,409.96526
Follow You Home (Album Version),Nickelback,2005,260.33587
Special,Wilshire,2003,184.37179
Out Of My Darkness,Legacy Five,2009,189.07383
Bridget,Rachel Portman,2008,199.05261
House Of Wolves (Album Version),My Chemical Romance,2006,184.00608
Live At Brixton Academy 1999,Atari Teenage Riot,2000,1598.1971
S.O.S.,Spliff,1988,225.74975
Nos plus belles années,Miossec,2009,175.72526
We Do It Too,Modeselektor,2002,385.2273
La clé parfumée,Gabriel Yared,2006,53.31546
La Vuelta,Gustavo A. Santaolalla,1998,186.5922
More Than Words,Tom Barabas,1992,276.79302
A Visit From Drum,Liars,2006,259.05587
Geek USA (Album Version),Between The Buried And Me,2006,325.11955
Alpha Beta Parking Lot,Cake,1998,210.07628
La fête à la prison,Oldelaf et Monsieur D,2009,296.93342
Soul Of A Man,Erja Lyytinen,2010,111.80363
Im Slowly Turning Into You,The White Stripes,2007,274.59873
Intro,Diamond D,1997,52.79302
Boring,Lifer,2001,228.62322
Riot Squad (1991 Digital Remaster),Bad Brains,1983,119.71873
Wings,4Him,1994,241.97179
Badd Indian,Apache Indian,1993,273.18812
It Is Us,Mudhoney,2006,211.87873
Colombine,Georges Brassens,1956,115.25179
Highland,Bill Douglas,1990,201.9522
Close To You,Rick Astley,2005,184.55465
Matador,Los Fabulosos Cadillacs,1993,273.78893
Bury You,Lollipop Lust Kill,2000,265.61261
Hold On,Hot Chip,2008,381.17832
Summer Rain,James Last,1998,227.94404
At Night,Shakedown,2001,437.9424
Too Cool for Love,Webb Wilder,2009,277.10649
Undercover Gangstas,5th Ward Boyz,1993,246.07302
Umbrella,All Time Low,2008,227.70893
Summerfish,Leonid Rudenko,2006,395.28444
Dancing With the Goddess (ttt rmx),Atman,2007,264.25424
Hippa To Da Hoppa [Explicit Version],Ol' Dirty Bastard,1995,181.62893
Gief Konjunkturpaket VI,Afrob feat. Sarah,2009,258.19383
Pocket Full Of Stars,Diesel Boy,2001,152.65914
The Way I Am,Eminem,2000,289.30567
Battery Acid,Six Brown Brothers,1988,257.95873
Blues Do Elevador,Zeca Baleiro,2000,237.97506
Beast In the Broch,The Lord Weird Slough Feg,2000,106.60526
DEFCON 4,John Frizzell,1996,108.85179
She's So Tough,Mink DeVille,1977,166.03383
Hush,Mongo Santamaria,1995,366.70649
Surf of Syn,GWAR,1995,261.79873
Rakkauden veteraani,Kari Tapio,2009,224.7571
What's in a number & Feed me lies remixes,Theodor Zox,2007,353.17506
Wrong End Of The Rainbow,Ronnie Milsap,1982,242.70322
Swing Swang,Naughty By Nature,2002,245.65506
Pop A Cap In Yo' Ass,Ben Watt feat. Estelle,2005,389.19791
Use Me,Far Too Jones,1997,249.02485
Big Train,Conway Twitty,2009,140.7473
Rock the Spot,Blackalicious,1999,260.33587
You Say Keep It Gangsta,Wyclef Jean featuring Butch Cassidy and Sharissa,2002,238.47138
Two Track Dub (Dub / Instrumental Reggae Music),Mikey Dread,1982,373.26322
Tides Of Time,Donna The Buffalo,1999,281.93914
Kleina Wixa,ÄI-TIEM,1993,200.48934
So What!,Tesla,2008,228.98893
Down On The Farm (2006 Remastered Edit Version),Little Feat,2006,228.98893
The One I Got,Jonny Lang,2003,208.32608
Shake,Cam'Ron / JR Writer,2004,208.92689
Distancia,Alberto Cortez,1989,252.78649
Triesteitaliana,Novembre,2007,295.23546
Naked In The Rain (Album Version),Red Hot Chili Peppers,1991,265.63873
Dress Me Up,Eric Champion,1996,327.49669
Bean Fields (Live) (2001 Digital Remaster),Penguin Café Orchestra,2001,270.78485
Love Thing,Bebe Winans,2002,278.22975
Sambangole / Tres Golpes Na' Mas,Colombiafrica - The Mystic Orchestra,2007,318.79791
Skinhead on the MBTA (Album Version),Dropkick Murphys,1997,229.51138
Love Attack,Kim Wilson,2003,286.51057
Naked,Jennifer Brown,1998,239.0722
Freeze,Pepper,2008,204.5122
Le temps des cerises,Jean Lumière,2002,183.37914
Future Prospects,Nic Endo,1998,388.0224
Above Lucium (LP Version),Daath,2006,248.81587
Human Guinea Pig,Suicidal Tendencies,1987,125.90975
Shut Your Eyes,Snow Patrol,2006,209.162
Mas Que Nada,Sergio Mendes / Black Eyed Peas,1985,267.20608
Apertura in jazz,Piero Umiliani,1998,234.57914
Raketen,Hubert Kah,2005,249.83465
Be Healthy,Dead Prez,2000,154.30485
Got It Twisted,Mobb Deep,2004,224.62649
Short On Ideas / One Last Cigarette,Less Than Jake,2002,257.01832
I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap),Gang Starr Featuring Jeru The Damaja And Lil Dap,1992,244.32281
Stand,Pedro Aznar,1995,194.61179
Liverpoolin pokia,Irwin Goodman,1985,157.33506
Don't Wanna Be Here (Album Version),Cool For August,1997,214.7522
Play That Beat,X-ecutioners,2001,286.77179
Marilyn,Juice Leskinen,1994,158.45832
Come Here Feat. Jay Sean,Rishi Rich,2006,201.92608
The Ambush,Open Hand,2004,136.98567
Through The Wire,Kanye West,2003,271.25506
Una na na,OV7,2001,239.67302
Innizar,The Forms,2003,208.14322
Iron Man,The Cardigans,1996,259.76118
River Is Waiting,Irma Thomas,2008,240.69179
Only One You,T.G. Sheppard,2002,196.62322
Solid Gold (Evolution Mix) (2005 Digital Remaster),VHS Or Beta,2002,508.02893
Johnny Can't Dance,Clifton Chenier,2001,281.15546
Little Edith,O'2L,2005,290.08934
Brazil Mon Amour,Zen Lemonade,2001,493.7922
Bass Pro Shop & Wal-Mart,Larry The Cable Guy,2009,148.37506
The Girl From Ipanema (Garota De Ipanema),Paula Santoro,2006,192.41751
She's Little And She's Low,Robert Lockwood_ Jr.,1998,340.87138
Verde Bosque,Luis Alberto Spinetta,1994,355.29098
Secrets,Sunscreem,1996,241.89342
I Heard Her Call My Name,The Velvet Underground,1968,276.68853
Maria De Santiago,Jeremy Spencer,2006,235.04934
Jealous Again,Black Flag,1980,136.14975
Auf Der Mundharmonika,Marlene Dietrich,1992,159.34649
Escuchame,Carlos Ponce,2003,195.5522
Sabotage,Cancer Bats,2010,180.71465
Sending A Message,Colin James,2003,233.7171
Judge Boushay Blues,Furry Lewis,1972,221.962
Away In A Manger,Lara & Reyes,2000,92.70812
Mas P**' (America'S Mexican),George Lopez,2007,238.99383
Loba,Shakira,2009,222.37995
The Epi-Pen,Alexandre Desplat,2006,239.38567
Nordcore,Pyranja,2004,225.33179
South Side Story,Lloyd Banks,2004,250.74893
Tetrispack,Modeselektor,2005,256.31302
Old Friends,Paul Brown,2005,243.90485
Sunny Came Home,Shawn Colvin,1996,250.69669
Darby's Castle,Kris Kristofferson,1970,232.64608
Doing Time (Album Version),Bad Religion,1982,180.81914
Nice 'N' Easy,Charlie Rich,1997,184.65914
Position,Terror Fabulous,1995,191.73832
Space Between Us (Album Version),Sister Hazel,1994,303.98649
L'ombre d'une chance,Eric Demarsan,2005,150.17751
Suicidal Dream,Silverchair,1995,191.9473
New York,U2,2000,343.27465
The Reason I Go On,Céline Dion,2007,224.20853
The End Of The Line,Metallica,2008,472.45016
Empire Falls,Primordial,2007,458.9971
Princess Black,Sizzla,1997,274.15465
Misty Mountains,Mando Diao,2007,144.03873
Searching For Home,Skrape,2003,198.81751
Rice Dream Girl,Casiotone For The Painfully Alone,1999,108.40771
Bolero Militar,Bersuit Vergarabat,1996,208.56118
Cicada,Silverchair,1995,312.13669
Right to Work (Live),Chelsea,1991,145.55383
Don't Stop The Music,Rihanna,2007,283.8722
Destination Eschaton (Hardfloor Vocal Mix),Shamen,2002,443.03628
I'm in Korea,J. B. Lenoir,1954,190.64118
Careful In Career,Simple Minds,1981,308.94975
Living Underground,Atomic Rooster,2005,220.39465
Disease,Dokken,2008,210.88608
Bust At You [featuring Baby_ Scarface & Tony Sunshine] (edited album version),Fat Joe,2002,277.002
Mama Kin,Guns N' Roses,1986,237.13914
Ready To Go,Republica;Jonny Male;Dave Arch,1996,303.85587
Between Me & You Kid (Album Version),Mudhoney,1993,217.5473
Guidum,Abraham Laboriel,1995,423.26159
Cavasamba Um (Edit),Grupo Batuque,2005,41.56036
Down At The Old Corral (Album Version),Randy Travis,1993,198.76526
Now We Know,Sugar Minott,2007,193.93261
Tien An Man Dream Again,fIREHOSE,1991,78.05342
Nasty Little Lonely,Alternative TV,1978,305.71057
Spaced Invader (Ian Pooley Club Mix),Hatiras & Slarta John,2000,383.58159
CNN War Theme,Monster Magnet,2004,217.10322
Luna de miel en Guama,Arturo Sandoval,1997,238.28853
Junco Partner,Professor Longhair,1985,208.45669
Long Summer Days,The Moody Blues,1977,194.97751
Jetstream - Arthur Baker Remix,New Order,2005,421.95546
Show You How,The Killers,2004,166.29506
Chelsea Girl (Live),Simple Minds,2004,308.45342
Child Of The Night,Damone,2006,217.20771
The Loco-Motion,Little Eva,1962,145.162
Brand New Broken Heart,NewFound Road,2009,176.56118
Te quiero tanto,Vilma Palma e Vampiros,1993,210.05016
The Lifestyle That Got Away,The High Strung,2009,153.73016
the fallen...,Set Your Goals,2009,204.40771
Get Your Hustle On,Lost Boyz,1997,243.53914
Extrication Love Song,Hot Tuna,1976,270.96771
Persiana Americana (Live),Soda Stereo,1987,343.562
Don't Bring Flowers,Erik Hassle,2009,308.81914
Romantic Rights,Death From Above 1979,2004,195.29098
If Ever,Foo Fighters,2007,253.67465
Stairs To the Attic,The Antlers,2007,277.99465
Left To Starve,Eyehategod,1992,247.01342
Vortex,Elliot Goldenthal,2000,92.86485
If I Know You,The Presets,2008,351.32036
Never Be Ready,Mat Kearney,2009,215.74485
Nonfiction,The Black Crowes,1994,256.20853
Unlove Me,Julie Roberts,2004,192.46975
Drugs,At All Cost,2007,443.68934
Scientas,Shamen,1992,337.71057
Squarebiz,Galactic,2007,205.08689
You Called It Madness [But I Call It Love] [Live At Royal Albert Hall],Tiny Tim,2000,197.90322
Innocence,Avril Lavigne,2007,232.202
Heal (The Separation) [H.E.L.P Breakbeat],The Shamen,1996,247.53587
All That You Need,The Brooklyn Tabernacle Choir,1995,257.30567
Conscience Ah Heng Dem (interlude),Capleton,2000,29.41342
Redwing,Hem,2004,252.86485
Nur eine Nacht mit Dir,Lara,2009,211.90485
Your Head,Helmet,1995,200.75057
Everytime,Britney Spears,2003,206.81098
State Of The Union,Rise Against,2004,139.17995
A Little Bit Of This And A Little Bit Of That,Lee Ritenour / Jeff Mironov,1976,307.04281
So ist das nun mal,Andreas Dorau,1997,395.17995
Grad,Baroness,2007,354.79465
Captain Fingers,Lee Ritenour,1977,444.81261
Les Chaudrons,André Minvielle,2007,295.96689
Feel So Stupid (Table 9),Darwin's Waiting Room,2001,197.51138
We Can't Win (Explicit),A.Z.,1995,203.10159
My Funny Valentine,Arturo Sandoval,2003,266.60526
Perca peso,Móveis Coloniais de Acaju,2005,320.05179
Mornin' Glory,Glen Campbell And Bobbie Gentry,1968,183.11791
The Son Of Hickory Holler's Tramp,Kenny Rogers,1977,188.96934
Amores Cobardes,Andy & Lucas,2008,234.63138
Hard To Laugh,Pursuit Of Happiness,1988,159.60771
Time You'll Never Get Back,Williamson,2003,354.06322
Gotta Man,Frankee,2004,149.99465
New Friend Request (Amended Version),Gym Class Heroes,2006,254.51057
Hardly Wait,Placebo,2009,180.13995
My Heart Is Yearning,NOFX,1994,143.64689
Let's Blame The Lightman,GWAR,1997,189.57016
Viaje Al Averno,Gabinete Caligari,1991,169.69098
